Name,URL,Category,License,Pricing,Execution Model,Tier,Evidence,Last Checked
gug007/lpm,https://github.com/gug007/lpm,Coding Agent,Unknown,Unknown,Unknown,green,"gh gug007/lpm *159 pushed 2026-09-06; home https://lpm.cx; Start, stop, and duplicate dev projects with one click. The best workspace for running Claude Code, Codex, and other AI .",2026-09-08
modimihir07/agentic-os,https://github.com/modimihir07/agentic-os,Coding Agent,Unknown,Unknown,Unknown,green,"gh modimihir07/agentic-os *167 pushed 2026-08-11; home https://modimihir07.github.io/agentic-os/; Agentic OS: Multi-agent orchestration platform for opencode, Hermes & Gemini CLI. Skills hub, scheduler, cost analytics,.",2026-09-08
tysonnbt/Antigravity-Deck,https://github.com/tysonnbt/Antigravity-Deck,Coding Agent,Unknown,Unknown,Unknown,green,"gh tysonnbt/Antigravity-Deck *157 pushed 2026-06-11; Remote control for Antigravity — manage AI conversations, workspaces, and agents from any device. One command to set up,.",2026-09-08
@aether-agent/cli,https://github.com/contextbridge/aether,Coding Agent,Unknown,Unknown,Unknown,green,"Maintained Rust coding-agent harness with token-level context control (aether-agent.io, *13, pushed 2026-09-08); distinct from verified Aether@runaether.dev cloud-devboxes.",2026-09-08
Agent AFK,https://github.com/griffinwork40/agent-afk,Coding Agent,Unknown,Unknown,Unknown,green,"Maintained local walk-away coding agent: builds feature, self-verifies, texts when done (docs.agentafk.com, *53, pushed 2026-09-08).",2026-09-08
akemmanuel/OpenGUI,https://github.com/akemmanuel/OpenGUI,Coding Agent,Unknown,Unknown,Unknown,green,"Maintained first-party desktop/web coding agent (*109, 2026-09-08; opengui.io) with Host+Harness (read/write/edit/shell), durable sessions — clear coding-agent product.",2026-09-08
alltuner/factoryfloor,https://github.com/alltuner/factoryfloor,Coding Agent,Unknown,Unknown,Unknown,green,"Maintained native macOS ADE (*112, 2026-09-03; factory-floor.com): Ghostty worktrees + Claude Code sessions + terminals/browsers — clear coding-agent workbench.",2026-09-08
andrefetch/postal,https://github.com/andrefetch/postal,Coding Agent,Unknown,Unknown,Unknown,green,"gh andrefetch/postal *126 pushed 2026-09-08; home https://postalcli.vercel.app; An open-source, terminal-based AI coding agent that reads your code, calls tools, and helps you build..",2026-09-08
Austin-Patrician/multi-cli-studio,https://github.com/Austin-Patrician/multi-cli-studio,Coding Agent,Unknown,Unknown,Unknown,green,gh Austin-Patrician/multi-cli-studio *132 pushed 2026-07-14; Multi CLI Studio is a Tauri desktop workspace for people who do not want to be locked into a single AI coding CLI or a s.,2026-09-08
cdavid817/vanehub-ai,https://github.com/cdavid817/vanehub-ai,Coding Agent,Unknown,Unknown,Unknown,green,"Maintained desktop coding-agent workbench (*116, 2026-09-08): OnePiece native agent + Claude/Codex/OpenCode/Gemini/etc. CLIs with unified sessions/permissions — clear coding ADE.",2026-09-08
cdesktop-ai/cdesktop,https://github.com/cdesktop-ai/cdesktop,Coding Agent,Unknown,Unknown,Unknown,green,"gh cdesktop-ai/cdesktop *123 pushed 2026-05-19; home https://cdesktop.ai; Open-source Claude Code Desktop alternative. Use any provider/model. Web UI for Claude Code, Codex, Gemini CLI, OpenCode.",2026-09-08
devswarm-ai/devswarm,https://github.com/devswarm-ai/devswarm,Coding Agent,Unknown,Unknown,Unknown,green,gh devswarm-ai/devswarm *126 pushed 2026-07-21; home https://devswarm.ai; DevSwarm is an AI Development Environment (ADE) for parallel coding with multiple AI assistants. Bring your own LLM. Mov.,2026-09-08
dimetron/pi-go,https://github.com/dimetron/pi-go,Coding Agent,Unknown,Unknown,Unknown,green,gh dimetron/pi-go *155 pushed 2026-09-07; home https://pi-go.sh; Go implementation of AI coding agent.,2026-09-08
dmae97/omk,https://github.com/dmae97/omk,Coding Agent,Unknown,Unknown,Unknown,green,"gh dmae97/omk *143 pushed 2026-09-07; Evidence-gated runner for Codex, Claude Code, OpenCode, and local coding agents. Routes tasks into scoped DAG lanes with.",2026-09-08
dog-qiuqiu/invincat,https://github.com/dog-qiuqiu/invincat,Coding Agent,Unknown,Unknown,Unknown,green,"gh dog-qiuqiu/invincat *153 pushed 2026-05-26; A native Python agent CLI built on DeepAgents CLI, featuring an independent memory Agent that captures learnings after e.",2026-09-08
eugenepyvovarov/CodeAgentsMobile,https://github.com/eugenepyvovarov/CodeAgentsMobile,Coding Agent,Unknown,Unknown,Unknown,green,gh eugenepyvovarov/CodeAgentsMobile *152 pushed 2026-07-21; Mobile agents backed by opencode .,2026-09-08
gustavonline/pi-desktop,https://github.com/gustavonline/pi-desktop,Coding Agent,Unknown,Unknown,Unknown,green,"gh gustavonline/pi-desktop *138 pushed 2026-04-13; home https://github.com/gustavonline/pi-desktop; Native desktop shell for Pi Coding Agent (Tauri + Lit), extension-first and multi-session aware.",2026-09-08
heypandax/cc-pocket,https://github.com/heypandax/cc-pocket,Coding Agent,Unknown,Unknown,Unknown,green,"Maintained local-first mobile/desktop control plane (*113, 2026-09-07) for Claude/Codex/OpenCode/Kimi/ZCode/DeepSeek with E2E-encrypted approvals — clear coding-agent remote console.",2026-09-08
hwwn/aaa-code-release,https://github.com/hwwn/aaa-code-release,Coding Agent,Unknown,Unknown,Unknown,green,"gh hwwn/aaa-code-release *128 pushed 2026-06-26; home https://aaa-code.app; Cross-platform Claude Code desktop client by hwwn. Multi-workspace, remote mobile access, session branching, BYO LLM. ma.",2026-09-08
Insajin/autopus-adk,https://github.com/Insajin/autopus-adk,Coding Agent,Unknown,Unknown,Unknown,green,"Maintained multi-agent coding harness (*110, 2026-09-08): 16 agents/53 skills across Claude/Codex/OpenCode/Pi with plan→test→ship pipeline — clear coding-agent orchestrator.",2026-09-08
jigjoy-ai/baro,https://github.com/jigjoy-ai/baro,Coding Agent,Unknown,Unknown,Unknown,green,gh jigjoy-ai/baro *120 pushed 2026-09-07; home https://baro.rs; A CLI that turns a goal into a pull request - and a sandbox for testing concurrent AI coding agents on the Mozaik runtim.,2026-09-08
joeynyc/Grok-UI,https://github.com/joeynyc/Grok-UI,Coding Agent,Unknown,Unknown,Unknown,green,"gh joeynyc/Grok-UI *136 pushed 2026-09-07; home https://www.npmjs.com/package/grok-ui; Local-first live command center for Grok Build — runtime, ACP control, session history, and Git changes..",2026-09-08
kevinelliott/agentpipe,https://github.com/kevinelliott/agentpipe,Coding Agent,Unknown,Unknown,Unknown,green,"gh kevinelliott/agentpipe *148 pushed 2026-06-27; home https://agentpipe.ai; A CLI/TUI app that orchestrates multi-agent conversations by enabling different AI CLI tools (Claude Code, Gemini, Qwen,.",2026-09-08
Kilbex/Vigla,https://github.com/Kilbex/Vigla,Coding Agent,Unknown,Unknown,Unknown,green,"gh Kilbex/Vigla *116 pushed 2026-09-01; home https://kilbex.github.io/Vigla/; Open-source mission control for coding agents. Run cross-vendor workers in isolated worktrees, audit every submission, a.",2026-09-08
Lexus2016/claude-code-studio,https://github.com/Lexus2016/claude-code-studio,Coding Agent,Unknown,Unknown,Unknown,green,"gh Lexus2016/claude-code-studio *134 pushed 2026-09-06; A fully functional web workspace for Claude Code CLI—chat, Kanban task board, task scheduling, multi-agent orchestration.",2026-09-08
LeXwDeX/OpenCode-GraphAgent,https://github.com/LeXwDeX/OpenCode-GraphAgent,Coding Agent,Unknown,Unknown,Unknown,green,"Maintained OpenCode fork GraphAgent (*111, 2026-09-07): DAG child-agent workflow engine with durable/recoverable coding graphs — distinct coding-agent product despite v1 maintenance mode.",2026-09-08
LIUTod/scream-code,https://github.com/LIUTod/scream-code,Coding Agent,Unknown,Unknown,Unknown,green,"gh LIUTod/scream-code *138 pushed 2026-09-08; 中文UI / A terminal-based coding agent with unlimited concurrency, multi-agent orchestration, and a persistent Python runt.",2026-09-08
longbkit/clisbot,https://github.com/longbkit/clisbot,Coding Agent,Unknown,Unknown,Unknown,green,"Maintained agentic coding CLI↔chat bridge (*114, 2026-09-06): turns Claude/Codex/Gemini into Slack/Telegram/Zalo coding bots with tmux workspaces — clear coding-agent channel harness.",2026-09-08
Muvon/octomind,https://github.com/Muvon/octomind,Coding Agent,Unknown,Unknown,Unknown,green,"gh Muvon/octomind *134 pushed 2026-09-08; home https://octomind.run; Open-source AI coding agent and agent runtime: one binary, any model, MCP-native. Runs in terminal, CI, or as a daemon..",2026-09-08
owainlewis/neo,https://github.com/owainlewis/neo,Coding Agent,Unknown,Unknown,Unknown,green,gh owainlewis/neo *134 pushed 2026-08-29; home https://neoharness.dev; The best minimalist multi-agent coding harness. .,2026-09-08
popmechanic/VibesOS,https://github.com/popmechanic/VibesOS,Coding Agent,Unknown,Unknown,Unknown,green,"gh popmechanic/VibesOS *133 pushed 2026-07-27; home https://install.vibesos.com; A GUI for Claude Code that makes it easy to vibe code simple, un-hackable apps.",2026-09-08
prasenjeet-symon/ogcode,https://github.com/prasenjeet-symon/ogcode,Coding Agent,Unknown,Unknown,Unknown,green,gh prasenjeet-symon/ogcode *135 pushed 2026-09-07; The token-efficient agentic coding workbench. Built for a future where every token counts — it optimizes token usage at .,2026-09-08
prime-radiant-inc/evener,https://github.com/prime-radiant-inc/evener,Coding Agent,Unknown,Unknown,Unknown,green,"gh prime-radiant-inc/evener *131 pushed 2026-09-08; A coding agent: give it a prompt and it reads, writes, runs commands, and searches code in a loop until the work is done.",2026-09-08
RapierCraftStudios/ForgeDock,https://github.com/RapierCraftStudios/ForgeDock,Coding Agent,Unknown,Unknown,Unknown,green,"Maintained autonomous Claude Code pipeline (*119, 2026-08-10; forgedock docs): GitHub issues→parallel scheduled PRs with state/review/memory — clear coding-agent orchestrator.",2026-09-08
regenrek/peky,https://github.com/regenrek/peky,Coding Agent,Unknown,Unknown,Unknown,green,"gh regenrek/peky *149 pushed 2026-05-12; home https://peky.ai; All your AI Agents like Claude Code, Codex CLI in a single TUI to keep things organized..",2026-09-08
rokoss21/iosm-cli,https://github.com/rokoss21/iosm-cli,Coding Agent,Unknown,Unknown,Unknown,green,"gh rokoss21/iosm-cli *145 pushed 2026-04-11; home https://www.npmjs.com/package/iosm-cli; AI Engineering Runtime for Professional Developers — terminal coding agent with IOSM methodology, MCP, checkpoints, orch.",2026-09-08
sstraus/tuicommander,https://github.com/sstraus/tuicommander,Coding Agent,Unknown,Unknown,Unknown,green,"gh sstraus/tuicommander *126 pushed 2026-09-03; home https://tuicommander.com; The IDE that understands AI agents. Run parallel agents on isolated branches with full observability. Diffs, PRs, CI, us.",2026-09-08
st0012/cctop,https://github.com/st0012/cctop,Coding Agent,Unknown,Unknown,Unknown,green,gh st0012/cctop *149 pushed 2026-09-06; home https://cctop.app; A keyboard-first menubar app to monitor and jump between AI coding sessions — minimum setup required..,2026-09-08
talmetis-labs/aizen,https://github.com/talmetis-labs/aizen,Coding Agent,Unknown,Unknown,Unknown,green,"Maintained terminal-native coding agent on PC/VPS with phone control (*111, 2026-08-27); distinct from verified vivy-company/aizen (aizen.win workspace).",2026-09-08
vibeislandapp/vibe-island,https://github.com/vibeislandapp/vibe-island,Coding Agent,Unknown,Unknown,Unknown,green,"gh vibeislandapp/vibe-island *145 pushed 2026-09-02; home https://vibeisland.app; Vibe Island — macOS notch panel for 25 AI coding agents: Claude Code, Codex, Cursor, Gemini CLI & more. Monitor, approve.",2026-09-08
VKirill/claude-lane-stack,https://github.com/VKirill/claude-lane-stack,Coding Agent,Unknown,Unknown,Unknown,green,"Maintained multi-agent coding factory: Claude Code as PM driving Codex/Qwen/Grok/Kimi/AGY/Cursor/OpenCode writers with review/merge (*115, 2026-09-01).",2026-09-08
whut09/opencode-plusplus,https://github.com/whut09/opencode-plusplus,Coding Agent,Unknown,Unknown,Unknown,green,"Maintained OpenCode Desktop reliability harness adding edit boundaries, evidence, and verification control plane (*110, 2026-09-07).",2026-09-08
zosmaai/zosma-cowork,https://github.com/zosmaai/zosma-cowork,Coding Agent,Unknown,Unknown,Unknown,green,"Maintained desktop GUI/work harness for the pi coding agent (cowork.zosma.ai, *111, 2026-09-07) — open-source Claude Cowork-class supervisor.",2026-09-08
Alfred,https://github.com/luminik-io/alfred-os,Coding Agent,Unknown,Unknown,Unknown,green,"luminik-io/alfred (pack URL alfred-os; *4, push 2026-09-07, alfred.luminik.io) — autonomous engineering team orchestrating Claude Code/Codex/OpenCode through plan→code→test→review→PR in worktrees; clear coding-agent harness.",2026-09-08
Apache Maka (Incubating),https://github.com/apache/maka,Coding Agent,Unknown,Unknown,Unknown,green,"apache/maka (*4973, push 2026-09-08, maka.apache.org) — Apache-incubating local-first agent harness with Desktop+TUI+CLI, append-only runtime log, Terminal-Bench harness comparisons; encyclopedia-grade coding ADE.",2026-09-08
shrijayan/itwillsync,https://github.com/shrijayan/itwillsync,Coding Agent,Unknown,Unknown,Unknown,green,"shrijayan/itwillsync (*99, push 2026-09-04) — maintained local-first phone dashboard syncing Claude Code/Aider/Codex terminal coding agents; clear mobile control plane for coding ADEs.",2026-09-08
Sillage,https://github.com/MarlBurroW/sillage,Coding Agent,Unknown,Unknown,Unknown,green,"MarlBurroW/sillage (*4, push 2026-09-02) — maintained self-hosted mobile-first web UI driving native Claude Code and Codex CLIs; coding-agent control surface.",2026-09-08
Smelt,https://github.com/leonardcser/smelt,Coding Agent,Unknown,Unknown,Unknown,green,"leonardcser/smelt (*40, push 2026-09-07) — maintained Lua-scriptable terminal AI coding agent with docs/releases; first-party coding ADE.",2026-09-08
Swttch/swttch,https://github.com/Swttch/swttch,Coding Agent,Unknown,Unknown,Unknown,green,"Swttch/swttch (*100, push 2026-09-07) — maintained JetBrains GUI plugin for Claude Code (ex Claude Code with GUI); first-party coding-agent IDE surface.",2026-09-08
TeDDy,https://github.com/atte500/TeDDy,Coding Agent,Unknown,Unknown,Unknown,green,"atte500/TeDDy (*4, push 2026-09-04) — maintained opinionated coding harness embedding TDD/hexagonal practices via Markdown-as-interface; clear coding-agent harness.",2026-09-08
TwiTech-LAB/devchain,https://github.com/TwiTech-LAB/devchain,Coding Agent,Unknown,Unknown,Unknown,green,"TwiTech-LAB/devchain (*99, push 2026-09-05, devchain.cc) — local-first coding-agent orchestrator: Claude Code/Codex/OpenCode/Antigravity/Copilot teams in tmux with board, review, and mobile E2EE — clear coding ADE harness.",2026-09-08
xz1220/open-dynamic-workflows,https://github.com/xz1220/open-dynamic-workflows,Coding Agent,Unknown,Unknown,Unknown,green,"xz1220/open-dynamic-workflows (*101, push 2026-09-07) — TypeScript CLI runtime that fans Codex/Claude Code/Gemini/Qwen/Kimi/OpenCode/Cursor into portable dynamic coding-agent workflows with live DAG dashboard — clear coding harness.",2026-09-08
autohandai/commander,https://github.com/autohandai/commander,Coding Agent,Unknown,Unknown,Unknown,green,"autohandai/commander Tauri ADE (*85, push 2026-06-09): multi-agent chat for Claude/Codex/Gemini CLIs with git worktrees under .commander/ — clear coding-agent commander; distinct from verified Commander@commanderai.app.",2026-09-08
avelikiy/great_cto,https://github.com/avelikiy/great_cto,Coding Agent,Unknown,Unknown,Unknown,green,"great_cto (greatcto.systems; *89, push 2026-09-07, npx great-cto): pipeline of specialist agents around Claude Code/Codex with gated stages — clear coding-agent orchestrator harness.",2026-09-08
Bronya0/ally-agent,https://github.com/Bronya0/ally-agent,Coding Agent,Unknown,Unknown,Unknown,green,"Ally desktop AI coding assistant (*105, push 2026-09-07): local-project chat that understands/edits/searches workspace and completes development work — clear coding-agent product.",2026-09-08
clawdotnet/SharpClawCode,https://github.com/clawdotnet/SharpClawCode,Coding Agent,Unknown,Unknown,Unknown,green,"SharpClaw Code .NET coding-agent harness (*89, push 2026-07-09): sessions, tools, permissions, MCP, providers, CLI+embeddable host SDK — clear C# coding-agent runtime.",2026-09-08
